country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Indonesia,ID,IDN,360,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,78,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,88,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,86,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,85,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,85,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,85,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,86,Total,Units,Index,,Free,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,61,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,60,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,62,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,61,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,62,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,61,Total,Units,Index,,Free,,Total
Iraq,IQ,IRQ,368,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,61,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,87,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,89,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,91,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,92,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,92,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,92,Total,Units,Index,,Free,,Total
Ireland,IE,IRL,372,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,92,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,84,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,87,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,87,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,88,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,88,Total,Units,Index,,Free,,Total
Israel,IL,ISR,376,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,89,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,72,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,82,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,84,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,84,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,86,Total,Units,Index,,Free,,Total
Italy,IT,ITA,380,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,71,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,86,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,86,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,86,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,87,Total,Units,Index,,Free,,Total
Jamaica,JM,JAM,388,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,82,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,85,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,83,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,84,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,85,Total,Units,Index,,Free,,Total
Japan,JP,JPN,392,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,85,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,77,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,79,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,80,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,78,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,75,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,73,Total,Units,Index,,Free,,Total
Jordan,JO,JOR,400,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,70,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,81,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,82,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,84,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,87,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,87,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,86,Total,Units,Index,,Free,,Total
Kazakhstan,KZ,KAZ,398,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,56,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,56,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,65,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,73,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,71,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,73,Total,Units,Index,,Free,,Total
Kenya,KE,KEN,404,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,74,Total,Units,Index,,Free,,Total
Kiribati,KI,KIR,296,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,70,Total,Units,Index,,Free,,Total
Kiribati,KI,KIR,296,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,65,Total,Units,Index,,Free,,Total
